ACCOUNT_ID,COMPANY_TYPE,TERRITORY,BUSINESS_REGION,FIRST_PURCHASE_MONTH
1233z00002k5G1JAAV,MSP,Australia,ROW,9/1/2020
1233z00002hJkqPAAT,IT Consultant,Australia,ROW,5/1/2020
1233z00002hopyvAAB,MSP,Australia,ROW,7/1/2020
123D0000025Aw7jIAD,MSP,Australia,ROW,6/1/2016
1233z00002Qkgg1AAC,,Australia,ROW,7/1/2019
1233z00002diupOAAR,,Australia,ROW,12/1/2019
1233z00002gfxhoAAB,MSP,Australia,ROW,4/1/2020
123D0000021NHuNIAX,MSP,Australia,ROW,2/1/2016
1233z00002VBGwwAAI,MSP,Australia,ROW,7/1/2019
1233z00002U80HAAAA,MSP,Australia,ROW,6/1/2019
1233z00002YapesAAC,IT Consultant,Australia,ROW,10/1/2019
1233z00002M2pyVAAS,MSP,Australia,ROW,3/1/2018
123D0000020WkHjIAL,,Australia,ROW,4/1/2020
1233z00002rGnfgAAD,IT Department,Australia,ROW,7/1/2021
1233z00002XgWzaAAG,IT Consultant,Australia,ROW,8/1/2019
1233z00002ho5SQAAZ,MSP,Australia,ROW,6/1/2020
1233z00002pN2LYAA1,MSP,Australia,ROW,4/1/2021
1233z00002nv6f7AAB,IT Department,Australia,ROW,3/1/2021
1233z00002gexw8AAB,MSP,Australia,ROW,4/1/2020
1233z00002k6zzIAAR,MSP,Australia,ROW,11/1/2020
1233z00002Ov3bqAAC,MSP,Australia,ROW,4/1/2019
123D000001za0rLIAR,IT Department,Australia,ROW,12/1/2015
1233z00002gfkwtAAB,MSP,Australia,ROW,5/1/2020
1233z00002pORWIAA5,MSP,Australia,ROW,5/1/2021
123D000001EZBlhIAI,MSP,Australia,ROW,9/1/2013
1233z00002lG0tbAAD,MSP,Australia,ROW,12/1/2020
1233z00002eqSd5AAF,MSP,Australia,ROW,2/1/2020
123D000001tofYRIAZ,MSP,Australia,ROW,5/1/2015
1233z00002TqGE7AAO,,Australia,ROW,4/1/2021
1233z00002VCXevAAI,IT Consultant,Australia,ROW,7/1/2019
1233z00002ZEqkYAAU,IT Consultant,Australia,ROW,10/1/2019
1233z00002lkY91AAF,Other,Australia,ROW,12/1/2020
1233z00002M3s86AAC,,Australia,ROW,1/1/2020
1233z00002oOxzmAAD,Other,Australia,ROW,9/1/2021
1233z00002oOsLjAAL,MSP,Australia,ROW,5/1/2021
1233z00002j7r9nAAB,MSP,Australia,ROW,7/1/2020
123D000001rZvZyIAL,,Australia,ROW,3/1/2020
1233z00002hn9R9AAJ,IT Department,Australia,ROW,6/1/2020
123D0000026u2waIAB,MSP,Australia,ROW,7/1/2016
123D000001x5VlnIAF,MSP,Australia,ROW,12/1/2015
1233z00002k7H1tAAF,MSP,Australia,ROW,9/1/2020
1233z00002nsjv5AAB,IT Department,Australia,ROW,2/1/2021
1233z00002epZU0AAN,MSP,Australia,ROW,2/1/2020
1233z00002RjQc5AAG,MSP,Australia,ROW,2/1/2019
1233z00002pN1C9AAL,IT Department,Australia,ROW,4/1/2021
1233z00002SjIIrAAO,IT Department,Australia,ROW,4/1/2019
1233z00002WHgPbAAM,,Australia,ROW,3/1/2020
1233z00002enLbtAAF,IT Consultant,Australia,ROW,1/1/2020
1233z00002RlvbdAAC,IT Consultant,Australia,ROW,9/1/2019
1233z00002k6eWkAAJ,MSP,Australia,ROW,9/1/2020
1233z00002ZgGc3AAG,,Australia,ROW,12/1/2019
123D00000231ZOvIAN,MSP,Australia,ROW,3/1/2016
1233z00002mKQgUAAX,IT Department,Australia,ROW,12/1/2020
1233z00002ZFF2LAAY,IT Consultant,Australia,ROW,10/1/2019
1233z00002jW3HPAA1,IT Consultant,Australia,ROW,9/1/2020
123D00000232oxrIAB,MSP,Australia,ROW,3/1/2016
123D000002B9w0mIAC,IT Department,Australia,ROW,12/1/2016
1233z00002M4E7cAAG,MSP,Australia,ROW,3/1/2018
1233z00002lGLQFAA5,MSP,Australia,ROW,1/1/2021
1233z00002PchhdAAC,IT Department,Australia,ROW,1/1/2019
1233z00002hnB5OAAV,MSP,Australia,ROW,6/1/2020
1233z00002eDr6eAAD,,Australia,ROW,2/1/2021
1233z00002QjDcBAAW,MSP,Australia,ROW,12/1/2018
1233z00002YYvMbAAM,MSP,Australia,ROW,9/1/2019
1233z00002rIb7hAAD,MSP,Australia,ROW,9/1/2021
1233z00002pNFUUAA5,IT Department,Australia,ROW,4/1/2021
123D0000027dPqmIAF,MSP,Australia,ROW,8/1/2016
1233z00002LlmM7AAK,MSP,Australia,ROW,6/1/2018
1233z00002hlSdCAAV,IT Department,Australia,ROW,5/1/2020
1233z00002g6zFiAAJ,IT Consultant,Australia,ROW,3/1/2020
1233z00002hloCwAAJ,MSP,Australia,ROW,6/1/2020
1233z00002RJhJvAAM,IT Consultant,Australia,ROW,5/1/2019
123D000002BmOeBIAW,MSP,Australia,ROW,1/1/2017
1233z00002dhoS9AAJ,IT Consultant,Australia,ROW,11/1/2019
1233z00002kdD6rAAF,MSP,Australia,ROW,10/1/2020
1233z00002pML00AAH,MSP,Australia,ROW,4/1/2021
1233z00002nFc4bAAD,MSP,Australia,ROW,1/1/2021
1233z00002RN4e6AAE,IT Department,Australia,ROW,2/1/2019
1233z00002jAezvAAD,MSP,Australia,ROW,8/1/2020
1233z00002hKkr1AAD,MSP,Australia,ROW,5/1/2020
123D00000232mEYIAZ,IT Department,Australia,ROW,3/1/2016
1233z00002KkEuwAAG,MSP,Australia,ROW,4/1/2018
1233z00002MMTeYAAY,MSP,Australia,ROW,6/1/2018
1233z00002eoCTqAAN,MSP,Australia,ROW,1/1/2020
1233z00002k6sOUAAZ,MSP,Australia,ROW,9/1/2020
123D000002G4CtgIAG,MSP,Australia,ROW,6/1/2017
1233z00002qTiSMAA1,MSP,Australia,ROW,6/1/2021
1233z00002VEG12AAI,MSP,Australia,ROW,7/1/2019
1233z00002g8ID4AAN,MSP,Australia,ROW,4/1/2020
1233z00002gfDLVAA3,MSP,Australia,ROW,4/1/2020
1233z00002NGlZeAAM,MSP,Australia,ROW,8/1/2018
1233z00002U7i3fAAC,IT Consultant,Australia,ROW,6/1/2019
1233z00002MW8Q4AAM,MSP,Australia,ROW,6/1/2018
1233z00002enazGAAR,IT Department,Australia,ROW,7/1/2020
123D0000021NCZjIAP,MSP,Australia,ROW,4/1/2016
1233z00002ZfVpSAAW,IT Consultant,Australia,ROW,11/1/2019
1233z00002gfqZjAAJ,IT Consultant,Australia,ROW,5/1/2020
1233z00002VDHU6AAQ,MSP,Australia,ROW,7/1/2019
1233z00002dk1wFAAR,MSP,Australia,ROW,12/1/2019
1233z00002Tr28gAAC,MSP,Australia,ROW,4/1/2019
123D000002HjtJjIAK,MSP,Australia,ROW,7/1/2017
1233z00002M6TEpAAO,MSP,Australia,ROW,5/1/2018
1233z00002NhSeEAAW,MSP,Australia,ROW,12/1/2018
1233z00002LfbAVAAA,MSP,Australia,ROW,2/1/2018
1233z00002fMm7aAAD,MSP,Australia,ROW,2/1/2020
123D000002ADBjXIAY,MSP,Australia,ROW,11/1/2016
1233z00002UEAcDAAY,MSP,Australia,ROW,6/1/2019
1233z00002ZGVbqAAI,MSP,Australia,ROW,10/1/2019
1233z00002pNFBUAA5,IT Department,Australia,ROW,4/1/2021
1233z00002diNvPAAV,,Australia,ROW,1/1/2020
123D000001x4VKqIAN,MSP,Australia,ROW,7/1/2015
123D000001rZGWsIAP,MSP,Australia,ROW,2/1/2015
123D000001s0SUVIA3,MSP,Australia,ROW,2/1/2015
1233z00002hIXsnAAH,MSP,Australia,ROW,5/1/2020
1233z00002g7slxAAB,MSP,Australia,ROW,3/1/2020
1233z00002k6MicAAF,MSP,Australia,ROW,5/1/2021
1233z00002gcHVPAA3,MSP,Australia,ROW,4/1/2020
1233z00002OD1gmAAE,MSP,Australia,ROW,10/1/2018
1233z00002nFzriAAD,IT Department,Australia,ROW,6/1/2021
1233z00002eClRnAAL,,Australia,ROW,1/1/2020
1233z00002dkuFRAAZ,,Australia,ROW,12/1/2019
1233z00002hIUHQAA5,MSP,Australia,ROW,8/1/2020
1233z00002ZH13vAAE,IT Department,Australia,ROW,11/1/2019
1233z00002eBjjJAAT,,Australia,ROW,12/1/2019
123D000001rZvDFIA1,MSP,Australia,ROW,6/1/2019
1233z00002eEi1YAAT,,Australia,ROW,1/1/2020
1233z00002OCk9OAAU,MSP,Australia,ROW,11/1/2018
1233z00002fKKeyAAH,MSP,Australia,ROW,1/1/2020
1233z00002OFQRIAA6,MSP,Australia,ROW,10/1/2018
1233z00002XhJKIAA4,MSP,Australia,ROW,9/1/2019
1233z00002gd88PAAR,IT Department,Australia,ROW,4/1/2020
123D0000021VLWtIAP,MSP,Australia,ROW,1/1/2016
123D000001sbuJKIAZ,MSP,Australia,ROW,3/1/2015
1233z00002nG6IpAAL,MSP,Australia,ROW,1/1/2021
123D00000232q4yIAB,MSP,Australia,ROW,2/1/2016
1233z00002g7CcsAAF,IT Consultant,Australia,ROW,3/1/2020
1233z00002Lpe9sAAC,MSP,Australia,ROW,3/1/2018
1233z00002U6yhNAAS,IT Consultant,Australia,ROW,6/1/2019
123D000002GrrpTIAS,MSP,Australia,ROW,7/1/2017
1233z00002RK1FNAA2,IT Consultant,Australia,ROW,2/1/2019
1233z00002M6aQcAAK,MSP,Australia,ROW,8/1/2018
1233z00002sZXEEAA5,IT Department,Australia,ROW,8/1/2021
1233z00002rAZrvAAH,MSP,Australia,ROW,6/1/2021
1233z00002qSMgnAAH,MSP,Australia,ROW,6/1/2021
1233z00002rF90gAAD,IT Consultant,Australia,ROW,6/1/2021
1233z00002oQA7hAAH,MSP,Australia,ROW,3/1/2021
1233z00002lhxcUAAR,MSP,Australia,ROW,3/1/2021
1233z00002oSbXrAAL,MSP,Australia,ROW,5/1/2021
1233z00002Oth2jAAC,MSP,Australia,ROW,4/1/2019
1233z00002lhMqnAAF,IT Consultant,Australia,ROW,11/1/2020
1233z00002hnKm6AAF,MSP,Australia,ROW,6/1/2020
123D000001rYneEIAT,MSP,Australia,ROW,3/1/2015
1233z00002ZfG4AAAW,MSP,Australia,ROW,11/1/2019
1233z00002MMblRAAU,MSP,Australia,ROW,6/1/2018
1233z00002liCGxAAN,MSP,Australia,ROW,7/1/2021
1233z00002Zg6l7AAC,IT Consultant,Australia,ROW,12/1/2019
1233z00002M5witAAC,MSP,Australia,ROW,5/1/2018
1233z00002SLLX1AAQ,IT Consultant,Australia,ROW,2/1/2019
123D000002E7PNzIAO,MSP,Australia,ROW,4/1/2017
123D0000025zs4jIAB,MSP,Australia,ROW,12/1/2016
1233z00002YZQ97AAI,MSP,Australia,ROW,9/1/2019
123D000002Anh2FIAS,MSP,Australia,ROW,10/1/2018
123D000002HlNRmIAO,IT Department,Australia,ROW,7/1/2017
123D000002J2LBpIAO,MSP,Australia,ROW,9/1/2017
1233z00002M3yQfAAK,MSP,Australia,ROW,4/1/2018
123D000001q5mJ2IAJ,MSP,Australia,ROW,12/1/2014
1233z00002PcERvAAO,IT Department,Australia,ROW,12/1/2018
123D000002CTWB4IAQ,MSP,Australia,ROW,2/1/2017
1233z00002hnucrAAB,MSP,Australia,ROW,8/1/2020
123D000001ra7fUIAR,MSP,Australia,ROW,2/1/2015
1233z00002LdyeyAAC,MSP,Australia,ROW,2/1/2018
1233z00002MNHYVAA6,MSP,Australia,ROW,6/1/2018
123D000001zbEASIA3,MSP,Australia,ROW,11/1/2015
1233z00002Ql1ABAAA,MSP,Australia,ROW,1/1/2019
123D0000024QzNGIA1,MSP,Australia,ROW,5/1/2016
1233z00002eDqziAAD,,Australia,ROW,1/1/2020
1233z00002M3EPxAAO,MSP,Australia,ROW,8/1/2018
1233z00002U9lNqAAK,,Australia,ROW,7/1/2019
123D000001s2ApSIAV,MSP,Australia,ROW,2/1/2015
1233z00002hJ1JHAA1,MSP,Australia,ROW,5/1/2020
1233z00002RKHw4AAI,MSP,Australia,ROW,2/1/2019
1233z00002fKj61AAD,MSP,Australia,ROW,2/1/2020
1233z00002fMi7TAAT,MSP,Australia,ROW,3/1/2020
123D000002AEMxsIAI,MSP,Australia,ROW,11/1/2016
1233z00002hnCkEAAV,MSP,Australia,ROW,6/1/2020
1233z00002s1o4IAAR,MSP,Australia,ROW,8/1/2021
1233z00002qSGvgAAH,MSP,Australia,ROW,5/1/2021
1233z00002rAaPyAAL,MSP,Australia,ROW,6/1/2021
1233z00002nGNLtAAP,MSP,Australia,ROW,1/1/2021
1233z00002nGvaNAAT,IT Consultant,Australia,ROW,2/1/2021
1233z00002rHSLfAAP,Other,Australia,ROW,7/1/2021
1233z00002tCiprAAD,MSP,Australia,ROW,9/1/2021
1233z00002fMPX4AAP,MSP,Australia,ROW,3/1/2020
1233z00002WIg2vAAE,MSP,Australia,ROW,8/1/2019
1233z00002Lm0wjAAC,MSP,Australia,ROW,2/1/2018
1233z00002TRuODAA2,MSP,Australia,ROW,4/1/2019
123D000002Es0x6IAC,MSP,Australia,ROW,4/1/2017
1233z00002nrkE1AAJ,IT Consultant,Australia,ROW,4/1/2021
1233z00002Kva3vAAC,IT Department,Australia,ROW,11/1/2017
1233z00002XjnpmAAC,MSP,Australia,ROW,10/1/2019
1233z00002OwERLAA4,MSP,Australia,ROW,7/1/2019
1233z00002enFaZAAV,IT Department,Australia,ROW,1/1/2020
1233z00002g7OVyAAN,MSP,Australia,ROW,3/1/2020
1233z00002nrBQuAAN,MSP,Australia,ROW,3/1/2021
1233z00002mL6duAAD,MSP,Australia,ROW,1/1/2021
1233z00002k5AsoAAF,IT Consultant,Australia,ROW,10/1/2020
1233z00002RKIDzAAQ,IT Department,Australia,ROW,2/1/2019
1233z00002XgrU5AAK,MSP,Australia,ROW,9/1/2019
123D000001tDBeKIAX,MSP,Australia,ROW,3/1/2015
1233z00002Paij8AAC,MSP,Australia,ROW,1/1/2019
1233z00002s0bocAAB,IT Department,Australia,ROW,7/1/2021
1233z00002WkRH2AAO,MSP,Australia,ROW,9/1/2019
1233z00002j8G5SAAV,IT Department,Australia,ROW,7/1/2020
123D0000021TpeNIAT,MSP,Australia,ROW,1/1/2016
123D000001y2yeaIAB,MSP,Australia,ROW,11/1/2015
1233z00002OeeffAAC,MSP,Australia,ROW,11/1/2018
1233z00002fKgt5AAD,MSP,Australia,ROW,2/1/2020
1233z00002SMH7jAAI,MSP,Australia,ROW,3/1/2019
1233z00002U7qbZAAS,IT Consultant,Australia,ROW,6/1/2019
1233z00002RLwN0AAM,IT Department,Australia,ROW,2/1/2019
1233z00002ShlQNAAA,MSP,Australia,ROW,4/1/2019
1233z00002k5BPZAA3,MSP,Australia,ROW,9/1/2020
1233z00002kda1kAAB,MSP,Australia,ROW,10/1/2020
1233z00002pNkMPAA1,IT Consultant,Australia,ROW,3/1/2021
1233z00002kdfLuAAJ,IT Department,Australia,ROW,9/1/2020
123D0000026xaKEIAZ,MSP,Australia,ROW,8/1/2016
1233z00002pNec3AAD,IT Department,Australia,ROW,4/1/2021
1233z00002Tt2aiAAC,MSP,Australia,ROW,5/1/2019
1233z00002U74EzAAK,,Australia,ROW,1/1/2020
1233z00002Lh9bFAAS,MSP,Australia,ROW,2/1/2018
1233z00002hM22TAAT,IT Department,Australia,ROW,5/1/2021
1233z00002M3SKtAAO,IT Consultant,Australia,ROW,12/1/2019
1233z00002g5htEAAR,IT Department,Australia,ROW,3/1/2020
123D000002BmXxBIAW,MSP,Australia,ROW,1/1/2017
1233z00002NsIQjAAO,,Australia,ROW,3/1/2020
1233z00002dj7fhAAB,IT Consultant,Australia,ROW,11/1/2019
1233z00002hKa0nAAD,IT Department,Australia,ROW,5/1/2020
1233z00002U8Y77AAG,MSP,Australia,ROW,6/1/2019
1233z00002hIVh0AAH,MSP,Australia,ROW,5/1/2020
123D000002BCJMzIAQ,MSP,Australia,ROW,1/1/2017
123D000001sckFuIAJ,IT Department,Australia,ROW,6/1/2019
1233z00002eD5ZyAAL,IT Consultant,Australia,ROW,1/1/2020
1233z00002nHAxbAAH,Other,Australia,ROW,1/1/2021
1233z00002MKrlVAAU,IT Department,Australia,ROW,5/1/2018
1233z00002oRFMYAA5,IT Department,Australia,ROW,4/1/2021
1233z00002Lfmz0AAC,MSP,Australia,ROW,2/1/2018
1233z00002mLcstAAD,MSP,Australia,ROW,3/1/2021
1233z00002Yc7O0AAK,MSP,Australia,ROW,9/1/2019
1233z00002sXBKqAAP,IT Department,Australia,ROW,8/1/2021
1233z00002NGvzmAAE,MSP,Australia,ROW,8/1/2018
1233z00002jBCDjAAP,IT Department,Australia,ROW,8/1/2020
1233z00002OunnwAAC,MSP,Australia,ROW,12/1/2018
1233z00002mKoI6AAL,MSP,Australia,ROW,2/1/2021
1233z00002tkneIAAR,IT Consultant,Australia,ROW,9/1/2021
1233z00002s1TBAAA3,MSP,Australia,ROW,8/1/2021
1233z00002rzGHLAA3,IT Consultant,Australia,ROW,8/1/2021
1233z00002sXNc1AAH,MSP,Australia,ROW,8/1/2021
1233z00002hnhICAAZ,MSP,Australia,ROW,6/1/2020
1233z00002k4mQzAAJ,MSP,Australia,ROW,8/1/2020
1233z00002ZI0AaAAM,MSP,Australia,ROW,11/1/2019
1233z00002M6MBzAAO,MSP,Australia,ROW,4/1/2018
1233z00002tnqo7AAB,MSP,Australia,ROW,9/1/2021
1233z00002MJwOsAAM,,Australia,ROW,12/1/2019
123D000001yiclDIAR,IT Department,Australia,ROW,10/1/2015
1233z00002MWsAGAA2,MSP,Australia,ROW,6/1/2018
1233z00002j8wz8AAB,MSP,Australia,ROW,8/1/2020
1233z00002LhK1yAAG,,Australia,ROW,12/1/2019
1233z00002j8FYdAAN,IT Department,Australia,ROW,7/1/2020
1233z00002liLNlAAN,MSP,Australia,ROW,3/1/2021
1233z00002hK1ltAAD,IT Consultant,Australia,ROW,5/1/2020
1233z00002hIBYDAA5,MSP,Australia,ROW,5/1/2020
123D000002Gqx5tIAC,MSP,Australia,ROW,6/1/2017
1233z00002g4RzvAAF,IT Department,Australia,ROW,3/1/2020
123D000002HlPPKIA4,MSP,Australia,ROW,8/1/2017
123D000002IU2plIAE,MSP,Australia,ROW,11/1/2017
1233z00002k60F9AAJ,IT Consultant,Australia,ROW,9/1/2020
123D0000028ArHuIAL,MSP,Australia,ROW,10/1/2016
1233z00002jBGyhAAH,MSP,Australia,ROW,8/1/2020
123D000002Alsk9IAC,MSP,Australia,ROW,11/1/2016
123D000002J2uNNIAA,MSP,Australia,ROW,10/1/2017
123D000001qaxGWIAZ,MSP,Australia,ROW,12/1/2014
123D000001pX0fUIAT,MSP,Australia,ROW,11/1/2014
1233z00002g8WEZAA3,,Australia,ROW,4/1/2020
1233z00002SiIzFAAW,MSP,Australia,ROW,4/1/2019
1233z00002VCH19AAI,MSP,Australia,ROW,6/1/2019
123D0000026xm3SIAR,MSP,Australia,ROW,8/1/2016
123D000001q5w45IAB,MSP,Australia,ROW,11/1/2014
1233z00002MKs30AAE,IT Department,Australia,ROW,5/1/2018
1233z00002hIsGrAAL,IT Department,Australia,ROW,7/1/2020
123D0000020XXOxIAP,MSP,Australia,ROW,1/1/2016
1233z00002hKCy7AAH,IT Department,Australia,ROW,5/1/2020
123D000002Fb6UFIAA,IT Department,Australia,ROW,5/1/2017
1233z00002rFUGWAA5,IT Department,Australia,ROW,7/1/2021
1233z00002eEi4IAAT,,Australia,ROW,1/1/2020
123D0000026xa5dIAB,IT Department,Australia,ROW,7/1/2016
1233z00002VES1wAAI,,Australia,ROW,4/1/2020
1233z00002hJ9eeAAD,MSP,Australia,ROW,5/1/2020
1233z00002TsiBFAAA,MSP,Australia,ROW,6/1/2019
1233z00002jToSwAAL,IT Department,Australia,ROW,8/1/2020
123D000001x6PcTIAV,MSP,Australia,ROW,8/1/2015
1233z00002fMOvMAAX,MSP,Australia,ROW,3/1/2020
123D000002265b7IAB,MSP,Australia,ROW,2/1/2016
1233z00002pwKZMAA3,IT Department,Australia,ROW,5/1/2021
1233z00002oPNXRAA5,MSP,Australia,ROW,3/1/2021
1233z00002nteKDAAZ,MSP,Australia,ROW,3/1/2021
1233z00002OEwWDAA2,MSP,Australia,ROW,10/1/2018
1233z00002hI9HCAA1,IT Consultant,Australia,ROW,7/1/2020
1233z00002djg8qAAB,,Australia,ROW,12/1/2019
