ACCOUNT_ID,CHURN_MONTH,MAIN_CHURN_REASON
1233z00002VEgLJAA2,3/1/2021,Business
1233z00002PbNnoAAG,12/1/2020,Product
1233z00002MVvlGAAU,9/1/2020,Product
1233z00002lh0ciAAB,1/1/2021,Other
1233z00002OvkMVAAA,3/1/2020,Product
1233z00002SO7GnAAM,5/1/2021,Other
1233z00002eEZMLAA5,10/1/2020,Support
1233z00002ZhdEpAAK,2/1/2020,Other
1233z00002ZhdEpAAK,2/1/2020,Business
123D000001tEeizIAD,3/1/2021,Business
1233z00002MYWPuAAQ,3/1/2020,Business
1233z00002WmuP8AAK,10/1/2020,Business
1233z00002dk9XwAAJ,3/1/2020,Price
1233z00002g8Gj6AAF,12/1/2020,Price
1233z00002di6IHAAZ,4/1/2021,Other
1233z00002g5Xc5AAF,8/1/2020,Business
1233z00002fKcVQAA1,6/1/2021,Business
1233z00002WJ4F7AAM,7/1/2021,Other
1233z00002hJdgrAAD,6/1/2020,Other
1233z00002lids7AAB,5/1/2021,Other
1233z00002g5Q4QAAV,3/1/2021,Product
123D000002EsXmZIAW,4/1/2020,Business
1233z00002kdW95AAF,7/1/2021,Product
1233z00002ZElVAAA2,1/1/2020,Product
123D0000029griyIAB,4/1/2021,Other
123D000002FbFJQIA4,3/1/2020,Other
1233z00002rIoaOAAT,7/1/2021,Other
1233z00002g7K6SAAV,7/1/2021,Support
1233z00002YamlXAAS,4/1/2021,Business
123D0000029gmeUIAR,11/1/2020,Business
1233z00002ZGxj6AAE,3/1/2020,Price
1233z00002Nh5RFAAA,2/1/2021,Other
1233z00002dkuFRAAZ,8/1/2020,Business
1233z00002eCr4yAAD,10/1/2020,Other
1233z00002iWWjRAAX,8/1/2021,Price
1233z00002TrCUKAA4,6/1/2020,Business
1233z00002WjTyvAAG,2/1/2020,Product
1233z00002WjTyvAAG,3/1/2021,Price
1233z00002PZQe3AAI,4/1/2020,Business
1233z00002jSbBhAAL,8/1/2021,Product
123D000002DGhweIAE,12/1/2019,Product
1233z00002LhJBlAAO,11/1/2019,Other
123D0000021SstIIAT,7/1/2021,Product
1233z00002lH5vFAAT,3/1/2021,Business
1233z00002PaMbcAAG,10/1/2019,Business
1233z00002hLcLDAA1,2/1/2021,Price
1233z00002g7233AAB,6/1/2021,Product
1233z00002hHypGAAT,2/1/2021,Business
1233z00002OE1kDAAU,2/1/2020,Support
1233z00002g5KVOAA3,3/1/2020,Business
1233z00002OtRxIAAW,2/1/2020,Product
1233z00002TpShFAAW,2/1/2020,Business
1233z00002TpShFAAW,2/1/2020,Price
1233z00002RkzUqAAK,11/1/2020,Product
1233z00002nuduNAAR,5/1/2021,Price
1233z00002ZeZvOAAW,1/1/2021,Other
1233z00002WJgJ6AAM,8/1/2021,Product
1233z00002WJolxAAE,12/1/2020,Business
1233z00002OdMcpAAG,7/1/2020,Support
1233z00002kdECdAAN,12/1/2020,Product
1233z00002OunnwAAC,11/1/2019,Business
1233z00002jA0waAAD,8/1/2021,Product
1233z00002Tt88oAAC,1/1/2020,Support
123D000002AkXm9IAG,9/1/2021,Other
1233z00002WJwFbAAM,2/1/2021,Product
1233z00002hI8uhAAD,7/1/2021,Business
1233z00002hLs66AAD,5/1/2020,Price
1233z00002gdh1mAAB,11/1/2020,Product
1233z00002gdh1mAAB,12/1/2020,Price
1233z00002XhS5lAAG,2/1/2020,Business
1233z00002WK7Z9AAM,9/1/2020,Price
123D000002G4e9jIAC,10/1/2020,Product
1233z00002fLUBQAA5,2/1/2021,Business
1233z00002LFlB2AAM,7/1/2020,Other
123D000002J2hqGIAS,5/1/2020,Product
1233z00002PbYOxAAO,11/1/2019,Product
123D000002E3MXHIA4,6/1/2020,Business
1233z00002OCgg8AAE,6/1/2020,Other
1233z00002OdCUzAAO,11/1/2019,Business
1233z00002KtIxKAAW,4/1/2020,Price
1233z00002hJyI4AAL,8/1/2020,Price
1233z00002ZIhcmAAE,1/1/2021,Product
1233z00002jUWFNAA5,10/1/2020,Business
1233z00002di74ZAAR,3/1/2021,Product
1233z00002TszzWAAS,8/1/2021,Price
1233z00002lGfYOAA1,11/1/2020,Product
1233z00002OwmV5AAK,8/1/2020,Other
1233z00002OwmV5AAK,8/1/2020,Business
1233z00002VEFCdAAQ,7/1/2020,Price
1233z00002RKaAXAA2,1/1/2020,Product
1233z00002gfBKsAAN,8/1/2020,Price
1233z00002gcNmRAAV,6/1/2020,Price
1233z00002fKKdgAAH,1/1/2021,Product
1233z00002eDVuxAAH,2/1/2020,Business
123D000002ISStzIAI,4/1/2021,Business
1233z00002Ownh3AAC,5/1/2020,Other
1233z00002ZGQrJAAY,12/1/2019,Business
1233z00002hmObYAAV,5/1/2020,Product
1233z00002WJkYRAA2,5/1/2021,Business
1233z00002ZfYY4AAO,8/1/2020,Business
1233z00002oPyWeAAL,4/1/2021,Business
1233z00002U8biuAAC,5/1/2020,Price
1233z00002TTajaAAE,3/1/2021,Price
1233z00002gd7OxAAJ,6/1/2020,Price
1233z00002jTtqXAAT,8/1/2021,Business
1233z00002g4j2lAAB,3/1/2021,Business
1233z00002hoH9vAAF,12/1/2020,Business
1233z00002IeJz1AAG,11/1/2020,Business
1233z00002g78bhAAB,11/1/2020,Price
123D000002GqaYLIAA,3/1/2020,Support
1233z00002nH7zzAAD,2/1/2021,Product
1233z00002XjbbuAAC,8/1/2020,Other
123D0000026DZskIAH,10/1/2019,Price
1233z00002eowoYAAR,1/1/2021,Business
1233z00002PZeoMAAU,4/1/2020,Business
1233z00002iWlYnAAL,9/1/2020,Product
123D000001tksCxIAJ,12/1/2019,Other
1233z00002M2tfDAAS,3/1/2020,Price
1233z00002jAsW5AAL,11/1/2020,Other
123D000002EuyPeIAK,3/1/2021,Other
1233z00002hHzNhAAL,9/1/2020,Other
1233z00002nFjEqAAL,3/1/2021,Business
123D000001u5KycIAF,3/1/2021,Product
1233z00002dhabKAAR,1/1/2020,Product
1233z00002eDLIzAAP,2/1/2020,Product
1233z00002OuYBdAAO,2/1/2021,Other
1233z00002mM5vSAAT,7/1/2021,Price
1233z00002gdT1yAAF,3/1/2020,Price
1233z00002VE7fwAAE,12/1/2020,Business
123D00000235XJyIAN,5/1/2020,Product
1233z00002NGxMVAA2,8/1/2020,Price
1233z00002SNZaQAAY,10/1/2020,Business
1233z00002j7qUoAAJ,11/1/2020,Business
123D0000029iBBkIAN,5/1/2021,Product
1233z00002Rldc8AAC,4/1/2021,Business
1233z00002SgQWLAA4,1/1/2021,Other
1233z00002WlHFxAAO,4/1/2020,Price
1233z00002ZH7nMAAU,5/1/2020,Business
1233z00002WGhe4AAE,9/1/2020,Business
1233z00002jV1hvAAD,10/1/2020,Product
123D000001y4fxqIAB,2/1/2020,Product
1233z00002Otji9AAC,9/1/2020,Other
123D0000029gaVuIAJ,8/1/2020,Product
1233z00002NJMhNAAY,2/1/2021,Business
1233z00002eDHi0AAH,5/1/2021,Business
123D0000028B1TYIA1,2/1/2021,Business
1233z00002WJ3YmAAM,8/1/2021,Business
1233z00002hlvueAAB,3/1/2021,Product
1233z00002g7yzzAAB,2/1/2021,Other
1233z00002oOefpAAD,4/1/2021,Other
1233z00002XgMIlAAO,12/1/2019,Product
1233z00002SMQsLAAY,8/1/2020,Business
1233z00002lECf5AAH,4/1/2021,Product
1233z00002iXkR6AAL,3/1/2021,Product
1233z00002rElmWAAT,8/1/2021,Business
1233z00002Ku0u6AAC,5/1/2020,Product
123D00000225DNgIAN,10/1/2019,Other
1233z00002hnvKVAAZ,3/1/2021,Product
1233z00002RKZFgAAQ,4/1/2021,Business
1233z00002jUNCvAAP,3/1/2021,Product
1233z00002Kr2kVAAS,12/1/2019,Business
1233z00002U7AMVAA4,12/1/2020,Price
1233z00002Nh77gAAC,1/1/2021,Product
1233z00002rIk7XAAT,8/1/2021,Other
1233z00002OFmCMAA2,10/1/2019,Business
1233z00002dhtyzAAB,12/1/2019,Product
123D000002HjlPpIAK,8/1/2021,Business
1233z00002fKtcYAAT,12/1/2020,Product
1233z00002MtPngAAG,8/1/2020,Business
1233z00002fN0IFAA1,12/1/2020,Support
1233z00002LHVIKAA6,10/1/2020,Business
1233z00002lir59AAB,12/1/2020,Product
1233z00002WlTKaAAO,1/1/2020,Product
1233z00002NisI3AAK,4/1/2021,Business
1233z00002ZhPw0AAG,3/1/2020,Other
1233z00002pMfgJAAT,6/1/2021,Price
1233z00002RlyZRAAA,8/1/2020,Business
1233z00002OE9kDAAU,2/1/2021,Other
1233z00002Oe899AAC,1/1/2021,Product
1233z00002g6FJCAA3,10/1/2020,Price
1233z00002k5LySAAV,1/1/2021,Product
1233z00002WJwI0AAM,8/1/2020,Other
1233z00002WJ3fTAAU,6/1/2021,Product
1233z00002eoodWAAR,11/1/2020,Business
1233z00002kcXUyAAN,10/1/2020,Business
1233z00002enbWKAAZ,8/1/2020,Price
1233z00002eDhhqAAD,6/1/2021,Business
1233z00002WnFkTAAW,8/1/2020,Business
1233z00002TSaBSAA2,3/1/2021,Business
1233z00002hJ1KKAA1,10/1/2020,Business
1233z00002TRUZZAA6,11/1/2019,Price
1233z00002envUUAAZ,8/1/2020,Business
1233z00002hlnDOAAZ,7/1/2020,Price
1233z00002kdnoVAAR,9/1/2020,Product
1233z00002emlOnAAJ,11/1/2020,Business
1233z00002hLbdIAAT,4/1/2021,Product
1233z00002g7vQhAAJ,3/1/2021,Product
1233z00002WHvhnAAE,10/1/2019,Price
1233z00002enDzdAAF,1/1/2021,Business
1233z00002iXrl2AAD,7/1/2021,Business
1233z00002g54JHAAZ,7/1/2021,Other
1233z00002mLTzJAAX,5/1/2021,Price
1233z00002rFM5JAAX,8/1/2021,Price
1233z00002ZExMPAA2,10/1/2019,Product
1233z00002lGGCXAA5,7/1/2021,Price
1233z00002iWo79AAD,4/1/2021,Product
1233z00002VC3XoAAM,12/1/2020,Product
123D0000020ZcvDIAT,12/1/2020,Product
1233z00002WlVguAAG,8/1/2020,Price
1233z00002nsk9gAAB,3/1/2021,Support
1233z00002WltViAAK,8/1/2021,Price
123D0000025zLPdIAN,5/1/2020,Product
123D000001tlsiDIAR,8/1/2021,Business
1233z00002Xh3FIAAA,11/1/2020,Product
123D000002B9oL6IAK,5/1/2020,Business
1233z00002WJxbAAAU,8/1/2020,Product
1233z00002fOQyRAAX,1/1/2021,Price
1233z00002WGqCFAA2,10/1/2019,Product
1233z00002qTdRJAA1,6/1/2021,Business
1233z00002jVCizAAH,8/1/2021,Product
1233z00002WjXgyAAG,6/1/2021,Business
1233z00002hI6ReAAL,8/1/2020,Other
1233z00002Mubk9AAC,1/1/2020,Other
1233z00002WmUixAAG,8/1/2020,Product
1233z00002ZFWCvAAQ,8/1/2020,Price
1233z00002U9E5JAAW,3/1/2020,Product
1233z00002fL53EAAT,9/1/2020,Other
1233z00002nuKVRAA3,7/1/2021,Product
123D000001sckFuIAJ,5/1/2021,Other
1233z00002fMnjpAAD,4/1/2021,Price
1233z00002LfofIAAS,8/1/2021,Product
1233z00002nIPvmAAH,8/1/2021,Business
1233z00002TRssbAAE,5/1/2020,Product
1233z00002WICeYAAY,4/1/2021,Product
123D0000010KvXGIA1,7/1/2020,Price
1233z00002eEOigAAH,2/1/2020,Product
1233z00002U8FAZAA4,12/1/2020,Business
1233z00002U839TAAS,8/1/2020,Business
123D000002GGw1AIAU,4/1/2020,Business
1233z00002g811vAAB,9/1/2020,Business
123D0000029I5bEIAT,10/1/2020,Product
1233z00002g71CAAAZ,6/1/2020,Business
1233z00002YYlRdAAM,9/1/2020,Business
1233z00002ZGAjWAAY,11/1/2019,Product
1233z00002MJGTjAAQ,11/1/2019,Business
1233z00002ZHjiTAAU,12/1/2019,Price
1233z00002OEwWDAA2,11/1/2019,Product
123D000002DG4m3IAE,2/1/2020,Other
1233z00002iWlc6AAD,7/1/2021,Product
1233z00002iXhawAAD,8/1/2021,Product
123D00000231gtBIAR,11/1/2019,Product
1233z00002geWjMAAV,10/1/2020,Price
1233z00002Lh7akAAC,2/1/2020,Business
1233z00002eErjMAAT,4/1/2021,Product
1233z00002gfaptAAB,5/1/2021,Product
1233z00002lhwYGAAZ,1/1/2021,Product
123D0000024Qt4BIAT,12/1/2020,Product
1233z00002TQSjHAAY,3/1/2020,Product
1233z00002hJE1dAAH,7/1/2020,Business
1233z00002enZUmAAN,7/1/2021,Price
1233z00002ZhPUrAAO,9/1/2020,Product
1233z00002ge1c5AAB,7/1/2020,Price
1233z00002MLS9XAAY,2/1/2021,Business
1233z00002hmBpNAAV,9/1/2020,Product
123D000002HlK3aIAG,12/1/2019,Price
1233z00002ep5U5AAJ,12/1/2020,Product
1233z00002hLewbAAD,5/1/2021,Price
1233z00002gcHwBAAV,3/1/2021,Product
1233z00002fNRpGAAX,8/1/2021,Business
1233z00002ShOe0AAG,7/1/2020,Price
1233z00002TSmBbAAM,3/1/2020,Other
1233z00002SizRvAAK,4/1/2020,Product
1233z00002Wjyj5AAC,7/1/2020,Product
1233z00002TpV8cAAG,6/1/2021,Business
1233z00002oQjk4AAD,6/1/2021,Product
1233z00002Sj8uaAAC,7/1/2020,Business
1233z00002RjQc5AAG,5/1/2020,Business
1233z00002enlZRAAZ,1/1/2020,Support
1233z00002OdVoaAAG,12/1/2020,Product
123D000002Hl0OyIAK,8/1/2021,Business
1233z00002jTRxOAAX,12/1/2020,Business
1233z00002lgfzCAAR,1/1/2021,Product
1233z00002OeXoSAAW,12/1/2020,Product
1233z00002hLTn4AAH,6/1/2020,Business
1233z00002hLTn4AAH,6/1/2020,Price
1233z00002XjOb6AAG,3/1/2020,Product
1233z00002MLLLLAA6,4/1/2021,Product
1233z00002g7iDkAAJ,6/1/2021,Other
123D000002HkMvPIAW,8/1/2020,Price
1233z00002PbfwJAAS,2/1/2021,Other
1233z00002hKjz2AAD,12/1/2020,Business
1233z00002TqGK7AAO,2/1/2021,Business
123D000001scXw8IAF,6/1/2021,Other
123D0000029ftuIIAR,4/1/2020,Product
1233z00002PZdYcAAM,9/1/2020,Other
1233z00002nFtG3AAL,2/1/2021,Product
1233z00002KqlsvAAC,2/1/2020,Price
1233z00002VC1RWAA2,1/1/2021,Product
1233z00002ZgDDbAAO,1/1/2021,Price
1233z00002TqGK7AAO,2/1/2021,Product
1233z00002WIWQbAAQ,7/1/2020,Product
1233z00002jTHMkAAP,5/1/2021,Business
1233z00002jSikVAAT,2/1/2021,Business
1233z00002hJSPvAAP,4/1/2021,Other
1233z00002k42EcAAJ,1/1/2021,Price
1233z00002k42EcAAJ,1/1/2021,Other
1233z00002ZgQaGAAW,3/1/2021,Price
1233z00002dijt6AAB,1/1/2021,Product
1233z00002dijt6AAB,1/1/2021,Business
1233z00002ZeCO7AAO,4/1/2020,Business
1233z00002NtITbAAO,1/1/2021,Price
123D000002GrYJpIAO,5/1/2021,Business
1233z00002eDVwoAAH,6/1/2021,Price
1233z00002SMmvLAAU,6/1/2020,Business
1233z00002ljQtKAAV,5/1/2021,Business
1233z00002SLEltAAI,7/1/2020,Product
1233z00002SiDhKAAW,11/1/2019,Business
1233z00002SLuwEAAU,6/1/2020,Business
1233z00002nsPdqAAF,8/1/2021,Other
1233z00002k4i1GAAR,8/1/2021,Price
1233z00002OFn1AAAU,6/1/2021,Business
1233z00002MrMjlAAG,2/1/2021,Business
1233z00002gdY5RAAV,4/1/2020,Product
1233z00002gdY5RAAV,1/1/2021,Price
1233z00002ZgGc3AAG,7/1/2021,Price
123D0000025Aw7jIAD,8/1/2020,Product
1233z00002TqkzZAAS,2/1/2020,Business
123D000002580VKIAZ,2/1/2020,Other
1233z00002MJn7aAAE,7/1/2020,Business
1233z00002diXQjAAN,2/1/2020,Product
1233z00002QiGqzAAG,10/1/2020,Other
1233z00002dkCYAAA3,1/1/2021,Product
1233z00002jTKqsAAH,6/1/2021,Product
1233z00002fLCMWAA5,12/1/2020,Product
1233z00002g8EWJAA3,8/1/2020,Business
1233z00002eD2PEAA1,11/1/2020,Business
1233z00002NvO1DAAW,10/1/2020,Business
1233z00002MLdxlAAE,1/1/2020,Business
1233z00002oQwekAAD,4/1/2021,Business
1233z00002U90D0AAK,12/1/2020,Product
1233z00002QULc4AAI,3/1/2021,Other
123D000002DJ0wlIAE,4/1/2021,Other
123D0000026y8DjIAJ,8/1/2021,Business
1233z00002YcTPAAA4,10/1/2019,Support
1233z00002WGrJLAA2,8/1/2020,Product
1233z00002dk9XwAAJ,3/1/2020,Support
1233z00002gfy2IAAR,3/1/2021,Business
1233z00002XjH6QAAW,7/1/2021,Product
1233z00002lgxGlAAJ,8/1/2021,Business
1233z00002MrhXtAAK,2/1/2020,Product
1233z00002hnxRCAAZ,9/1/2020,Business
1233z00002hnxRCAAZ,7/1/2021,Price
1233z00002oRbFTAA1,4/1/2021,Other
1233z00002eF3oGAAT,1/1/2021,Business
1233z00002NIAgAAAY,11/1/2020,Product
123D000002B98h1IAC,6/1/2020,Business
123200000078Vo2AAF,4/1/2021,Price
1233z00002rHEeyAAH,8/1/2021,Other
1233z00002ODB9XAAY,12/1/2020,Price
1233z00002mLqkKAAT,2/1/2021,Product
1233z00002LoOKqAAO,2/1/2021,Product
1233z00002mJtjFAAT,7/1/2021,Other
123D000002JoMgNIAW,12/1/2019,Other
1233z00002ZgGbeAAG,4/1/2021,Price
1233z00002nuroGAAR,4/1/2021,Product
1233z00002fL8kCAAT,3/1/2020,Product
1233z00002WkLIHAA4,11/1/2019,Product
1233z00002gfjRrAAJ,6/1/2020,Support
1233z00002eov4VAAR,1/1/2021,Product
1233z00002jTL7sAAH,3/1/2021,Support
1233z00002SiIgSAAW,10/1/2019,Other
1233z00002Yb7GhAAK,12/1/2020,Product
1233z00002NvqvdAAC,9/1/2020,Business
1233z00002j8TrSAAV,12/1/2020,Product
1233z00002eBlp7AAD,12/1/2019,Product
1233z00002WHcIQAA2,9/1/2020,Product
